0.736,0.657,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3,1,1
0.719,0.661,0.00033,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1
0.72,0.681,0.00119,1.0,0.0,0.0,0.0,0.0,1.0,0,0,5,1,1
0.725,0.519,0.00423,0.0,1.0,0.0,0.0,1.0,0.0,0,0,2,1,1
0.727,0.672,0.00848,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1
0.725,0.68,0.00859,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1
0.708,0.624,0.00882,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.726,0.683,0.00941,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3,1,1
0.708,0.588,0.01042,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1
0.707,0.619,0.01119,1.0,0.0,0.0,0.0,0.0,1.0,0,0,3,1,1
0.757,0.621,0.01603,0.0,0.0,1.0,0.0,1.0,0.0,0,0,4,1,1
0.709,0.582,0.01643,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.709,0.582,0.01644,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.723,0.701,0.01695,0.0,0.0,1.0,0.0,0.0,1.0,0,0,4,1,1
0.709,0.582,0.01743,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.719,0.661,0.01771,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3,1,1
0.723,0.683,0.01954,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.734,0.509,0.01996,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.708,0.585,0.02017,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.729,0.639,0.02034,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.712,0.576,0.02034,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.723,0.683,0.02034,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1
0.729,0.639,0.02062,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0
0.725,0.68,0.02118,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.724,0.679,0.02119,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.708,0.581,0.02119,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.708,0.603,0.02119,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.738,0.66,0.02128,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,0
0.738,0.66,0.02128,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,0
0.738,0.66,0.02128,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,0
0.716,0.576,0.02318,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.729,0.639,0.02323,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.708,0.583,0.02483,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.729,0.639,0.02491,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.71,0.614,0.02542,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.725,0.68,0.02542,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.582,0.02553,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.582,0.02572,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.725,0.68,0.02576,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1
0.725,0.68,0.02576,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3,1,1
0.709,0.582,0.02644,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.729,0.639,0.02682,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.729,0.639,0.02712,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.708,0.582,0.02797,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.726,0.52,0.02845,0.0,1.0,0.0,0.0,1.0,0.0,1,1,3,0,0
0.725,0.677,0.02848,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.708,0.582,0.02881,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.709,0.582,0.02882,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.726,0.683,0.02911,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.697,0.614,0.03037,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.729,0.639,0.03098,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.7,0.609,0.03119,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.725,0.679,0.03186,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.724,0.703,0.03204,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.708,0.581,0.0322,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.729,0.639,0.0322,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.708,0.583,0.0322,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.709,0.582,0.03254,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.708,0.588,0.0326,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.701,0.606,0.03269,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1
0.722,0.701,0.03306,1.0,0.0,0.0,0.0,0.0,1.0,0,0,2,1,1
0.724,0.678,0.03322,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.723,0.601,0.03338,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.729,0.639,0.03339,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.709,0.582,0.03339,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.713,0.607,0.03339,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.729,0.639,0.03339,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0
0.729,0.639,0.03339,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.696,0.622,0.0339,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.738,0.661,0.0339,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.765,0.617,0.0339,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.581,0.0339,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.729,0.639,0.0339,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0
0.719,0.661,0.03391,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.708,0.581,0.03392,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.708,0.581,0.03395,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.708,0.581,0.03395,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.582,0.03422,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.729,0.639,0.03422,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.712,0.563,0.03437,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,0
0.709,0.582,0.03475,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.713,0.607,0.03475,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.729,0.639,0.03475,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.708,0.585,0.03483,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.708,0.583,0.03525,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.719,0.662,0.03536,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.725,0.679,0.03559,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1
0.725,0.677,0.03563,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1
0.725,0.677,0.03596,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1
0.725,0.677,0.03597,0.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,1
0.725,0.677,0.03597,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,1
0.735,0.657,0.03597,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,1
0.724,0.677,0.0361,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0
0.724,0.677,0.03644,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0
0.743,0.569,0.03644,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.719,0.662,0.03645,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.724,0.677,0.03645,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0
0.724,0.677,0.03645,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.583,0.03678,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.709,0.583,0.03678,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.709,0.583,0.03678,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.735,0.657,0.03678,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.726,0.519,0.03686,0.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0,1
0.708,0.584,0.03706,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0
0.727,0.692,0.03729,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.727,0.692,0.03729,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.582,0.03745,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.708,0.582,0.03746,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.708,0.582,0.03746,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.709,0.582,0.03758,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.582,0.03763,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.709,0.582,0.03763,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.709,0.582,0.03771,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.735,0.657,0.03778,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.582,0.03779,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.725,0.677,0.03797,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,1
0.739,0.603,0.03798,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.723,0.499,0.03814,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.708,0.581,0.03814,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.709,0.583,0.03829,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.583,0.03829,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.583,0.03836,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.738,0.662,0.03865,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.583,0.03867,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.709,0.583,0.03867,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.71,0.654,0.03883,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.742,0.612,0.03897,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.709,0.583,0.03898,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.709,0.583,0.03898,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.709,0.583,0.03898,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1
0.719,0.624,0.039,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.729,0.639,0.03948,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
0.701,0.614,0.03949,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.724,0.682,0.0395,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1
0.741,0.647,0.0396,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1
0.725,0.68,0.03961,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.725,0.679,0.03961,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,1
0.726,0.519,0.04041,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.719,0.662,0.04056,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1
0.76,0.624,0.04065,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.76,0.624,0.04069,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1
0.725,0.68,0.0407,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1
0.738,0.66,0.04101,0.0,0.0,1.0,0.0,1.0,0.0,0,1,2,1,0
0.709,0.581,0.04114,1.0,0.0,0.0,1.0,0.0,0.0,1,1,2,0,0
