0.05633802816901412,0.07142857142857142,0.375,Male,No,No,Healthcare,Low,Cat_4
0.2816901408450705,0.18571428571428572,0.25,Female,Yes,Yes,Engineer,Average,Cat_4
0.6901408450704226,0.07142857142857142,0.0,Female,Yes,Yes,Engineer,Low,Cat_6
0.6901408450704226,0.0,0.125,Male,Yes,Yes,Lawyer,High,Cat_6
0.3098591549295775,0.18571428571428572,0.625,Female,Yes,Yes,Entertainment,High,Cat_6
0.5352112676056339,0.0,0.125,Male,Yes,No,Artist,Average,Cat_6
0.1971830985915493,0.07142857142857142,0.25,Male,No,Yes,Healthcare,Low,Cat_6
0.2112676056338028,0.07142857142857142,0.25,Female,No,Yes,Healthcare,Low,Cat_6
0.6056338028169014,0.0,0.25,Female,Yes,Yes,Engineer,Low,Cat_7
0.5211267605633803,0.07142857142857142,0.375,Female,Yes,Yes,Artist,Average,Cat_6
0.11267605633802819,0.07142857142857142,0.25,Female,No,Yes,Engineer,Low,Cat_6
0.014084507042253558,0.2857142857142857,0.375,Male,No,No,Healthcare,Low,Cat_4
0.014084507042253558,0.0,0.2375,Female,No,No,Executive,Low,Cat_3
0.7323943661971831,0.18571428571428572,0.0,Male,Yes,No,Lawyer,Low,Cat_6
0.5633802816901409,0.0,0.0,Female,Yes,No,Doctor,Low,Cat_3
0.323943661971831,0.07142857142857142,0.125,Female,No,No,Healthcare,Low,Cat_1
0.1971830985915493,0.6428571428571428,0.5,Female,No,No,Homemaker,Low,Cat_3
0.1830985915492958,0.07142857142857142,0.625,Male,No,No,Healthcare,Low,Cat_6
0.5633802816901409,0.07142857142857142,0.375,Male,Yes,Yes,Entertainment,Average,Cat_6
0.8591549295774649,0.0,0.0,Female,Yes,Yes,Artist,High,Cat_6
0.43661971830985913,0.8571428571428571,0.0,Male,Yes,Yes,Homemaker,Low,Cat_3
0.0,0.21428571428571427,0.375,Female,No,No,Healthcare,Low,Cat_6
0.2112676056338028,0.9285714285714285,0.125,Male,Yes,Yes,Artist,Low,Cat_3
0.2535211267605634,0.3571428571428571,0.125,Female,No,Yes,Artist,Low,Cat_6
0.5633802816901409,0.07142857142857142,0.25,Female,Yes,No,Executive,Average,Cat_3
0.5352112676056339,0.07142857142857142,0.25,Male,Yes,No,Artist,Average,Cat_6
0.1830985915492958,0.6428571428571428,0.875,Male,No,No,Healthcare,Low,Cat_4
0.43661971830985913,0.07142857142857142,0.25,Male,Yes,Yes,Artist,Average,Cat_6
0.23943661971830987,0.0,0.0,Male,No,Yes,Artist,Low,Cat_6
0.23943661971830987,0.3571428571428571,0.375,Female,No,No,Artist,Low,Cat_6
0.3802816901408451,0.0,0.25,Female,Yes,Yes,Artist,Low,Cat_6
0.3380281690140845,0.07142857142857142,0.125,Female,Yes,No,Doctor,Low,Cat_4
0.014084507042253558,0.07142857142857142,0.25,Male,No,No,Healthcare,Low,Cat_2
0.11267605633802819,0.6428571428571428,0.2375,Male,No,No,Homemaker,Low,Cat_6
0.9154929577464789,0.07142857142857142,0.125,Female,Yes,No,Lawyer,High,Cat_6
0.1267605633802817,0.21428571428571427,0.375,Female,No,Yes,Healthcare,Low,Cat_1
0.1971830985915493,0.3571428571428571,0.0,Male,No,No,Doctor,Low,Cat_4
0.14084507042253525,0.07142857142857142,0.5,Female,Yes,No,Healthcare,Average,Cat_3
0.14084507042253525,0.5714285714285714,0.125,Female,Yes,Yes,Artist,Low,Cat_6
0.5352112676056339,0.18571428571428572,0.125,Male,Yes,Yes,Artist,Average,Cat_6
0.4084507042253521,0.2857142857142857,0.0,Female,No,Yes,Artist,Low,Cat_6
0.05633802816901412,0.0,0.125,Female,No,No,Healthcare,Low,Cat_6
0.1267605633802817,1.0,0.25,Female,No,Yes,Artist,Low,Cat_6
0.43661971830985913,0.07142857142857142,0.125,Female,Yes,Yes,Artist,Low,Cat_6
0.3098591549295775,0.5714285714285714,0.0,Male,Yes,No,Engineer,Low,Cat_6
0.8591549295774649,0.18571428571428572,0.125,Female,Yes,No,Lawyer,High,Cat_6
0.323943661971831,0.0,0.375,Male,Yes,Yes,Artist,Average,Cat_4
0.15492957746478875,0.18571428571428572,0.0,Female,No,Yes,Healthcare,Low,Cat_7
0.014084507042253558,0.0,0.375,Male,No,No,Healthcare,Low,Cat_6
0.3802816901408451,0.07142857142857142,0.0,Female,No,Yes,Engineer,Low,Cat_6
0.6056338028169014,0.07142857142857142,0.125,Female,Yes,No,Artist,Average,Cat_2
0.2535211267605634,0.07142857142857142,0.125,Female,Yes,Yes,Artist,Average,Cat_6
0.3098591549295775,0.07142857142857142,0.0,Male,Yes,Yes,Artist,Low,Cat_3
0.5492957746478874,0.0,0.125,Female,Yes,Yes,Entertainment,Average,Cat_6
0.8169014084507044,0.07142857142857142,0.0,Male,Yes,No,Marketing,Low,Cat_4
0.1971830985915493,1.0,0.125,Male,Yes,Yes,Artist,Average,Cat_6
0.09859154929577468,0.6428571428571428,0.375,Male,No,Yes,Healthcare,Low,Cat_6
0.1971830985915493,0.5714285714285714,0.125,Male,No,Yes,Doctor,Low,Cat_6
0.3802816901408451,0.07142857142857142,0.25,Female,Yes,Yes,Artist,Average,Cat_3
0.7605633802816901,0.07142857142857142,0.2375,Male,Yes,Yes,Lawyer,Low,Cat_4
