0.519,0.092,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.338,0.073,0.133,0.0,0.0,0.0,mid,single,2,no,yes,no,cellular,semester-1
0.195,0.073,0.133,0.0,0.0,0.0,high,married,2,no,yes,yes,cellular,semester-1
0.377,0.086,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.195,0.073,0.133,0.0,0.0,0.0,mid,single,2,no,no,no,cellular,semester-1
0.221,0.075,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.13,0.077,0.133,0.0,0.0,0.0,high,single,3,no,yes,yes,cellular,semester-1
0.312,0.073,0.133,0.0,0.0,0.0,high,divorced,3,yes,yes,no,cellular,semester-1
0.519,0.074,0.133,0.0,0.0,0.0,low,married,1,no,yes,no,cellular,semester-1
0.325,0.078,0.133,0.0,0.0,0.0,mid,single,2,no,yes,no,cellular,semester-1
0.299,0.075,0.133,0.0,0.0,0.0,low,divorced,2,no,yes,no,cellular,semester-1
0.143,0.076,0.133,0.0,0.0,0.0,low,single,2,no,yes,no,cellular,semester-1
0.455,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.519,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.506,0.074,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.429,0.075,0.133,0.0,0.0,0.0,low,married,1,no,yes,no,cellular,semester-1
0.351,0.073,0.133,0.0,0.0,0.0,low,single,2,no,yes,no,cellular,semester-1
0.506,0.073,0.133,0.0,0.0,0.0,mid,married,1,no,yes,no,cellular,semester-1
0.545,0.073,0.133,0.0,0.0,0.0,low,married,1,no,yes,no,cellular,semester-1
0.195,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.13,0.079,0.133,0.0,0.0,0.0,mid,married,2,no,yes,yes,cellular,semester-1
0.494,0.08,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.182,0.073,0.133,0.0,0.0,0.0,mid,single,1,no,yes,yes,cellular,semester-1
0.091,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.286,0.073,0.133,0.0,0.0,0.0,low,married,1,no,yes,yes,cellular,semester-1
0.338,0.069,0.133,0.0,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
0.273,0.075,0.133,0.0,0.0,0.0,high,single,3,no,yes,no,cellular,semester-1
0.442,0.074,0.133,0.0,0.0,0.0,high,married,2,no,yes,yes,cellular,semester-1
0.364,0.071,0.133,0.016,0.0,0.0,high,single,2,no,yes,no,cellular,semester-1
0.234,0.075,0.133,0.0,0.0,0.0,mid,single,2,no,yes,yes,cellular,semester-1
0.506,0.08,0.133,0.0,0.0,0.0,mid,married,2,no,no,yes,cellular,semester-1
0.403,0.076,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.545,0.073,0.133,0.0,0.0,0.0,low,married,2,no,yes,yes,cellular,semester-1
0.532,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.429,0.169,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.506,0.073,0.133,0.0,0.0,0.0,mid,divorced,2,no,yes,no,cellular,semester-1
0.091,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.455,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,no,no,cellular,semester-1
0.234,0.077,0.133,0.0,0.0,0.0,low,divorced,2,no,yes,no,cellular,semester-1
0.247,0.073,0.133,0.0,0.0,0.0,low,single,2,no,yes,no,cellular,semester-1
0.338,0.096,0.133,0.0,0.0,0.0,mid,divorced,2,no,yes,no,cellular,semester-1
0.416,0.073,0.133,0.016,0.0,0.0,high,married,2,no,yes,no,cellular,semester-1
0.545,0.074,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.468,0.078,0.133,0.0,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
0.519,0.074,0.133,0.0,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
0.234,0.071,0.133,0.0,0.0,0.0,low,single,1,no,yes,no,cellular,semester-1
0.519,0.069,0.133,0.0,0.0,0.0,mid,married,3,no,yes,no,cellular,semester-1
0.338,0.073,0.133,0.016,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.481,0.073,0.133,0.0,0.0,0.0,mid,divorced,2,no,no,no,cellular,semester-1
0.143,0.073,0.133,0.0,0.0,0.0,high,single,3,no,yes,no,cellular,semester-1
0.468,0.085,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.39,0.071,0.133,0.0,0.0,0.0,high,divorced,3,no,yes,no,cellular,semester-1
0.182,0.073,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.312,0.072,0.133,0.0,0.0,0.0,low,single,2,no,yes,no,cellular,semester-1
0.078,0.072,0.133,0.0,0.0,0.0,mid,single,2,no,yes,yes,cellular,semester-1
0.26,0.075,0.133,0.0,0.0,0.0,high,single,3,no,no,yes,cellular,semester-1
0.26,0.077,0.133,0.0,0.0,0.0,high,single,3,no,yes,no,cellular,semester-1
0.377,0.076,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.286,0.073,0.133,0.0,0.0,0.0,mid,single,2,no,yes,no,cellular,semester-1
0.364,0.074,0.133,0.0,0.0,0.0,mid,married,1,no,yes,no,cellular,semester-1
0.182,0.073,0.133,0.0,0.0,0.0,low,married,3,no,yes,no,cellular,semester-1
0.455,0.082,0.133,0.0,0.0,0.0,mid,divorced,2,no,yes,no,cellular,semester-1
0.506,0.075,0.133,0.0,0.0,0.0,mid,married,1,no,yes,no,cellular,semester-1
0.195,0.08,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.403,0.074,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.429,0.132,0.133,0.0,0.0,0.0,high,married,3,no,yes,no,cellular,semester-1
0.545,0.074,0.133,0.0,0.0,0.0,low,married,3,no,no,no,cellular,semester-1
0.532,0.073,0.133,0.0,0.0,0.0,high,divorced,3,no,yes,no,cellular,semester-1
0.481,0.084,0.133,0.016,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.221,0.184,0.133,0.0,0.0,0.0,mid,single,2,no,yes,yes,cellular,semester-1
0.506,0.127,0.133,0.0,0.0,0.0,mid,married,2,no,yes,yes,cellular,semester-1
0.169,0.073,0.133,0.0,0.0,0.0,mid,married,2,no,yes,yes,cellular,semester-1
0.468,0.075,0.133,0.0,0.0,0.0,high,married,2,no,yes,yes,cellular,semester-1
0.481,0.073,0.133,0.0,0.0,0.0,mid,married,1,no,yes,no,cellular,semester-1
0.325,0.09,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.455,0.076,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.338,0.078,0.133,0.0,0.0,0.0,mid,married,2,no,no,yes,cellular,semester-1
0.481,0.074,0.133,0.0,0.0,0.0,mid,divorced,2,no,no,no,cellular,semester-1
0.403,0.073,0.133,0.0,0.0,0.0,mid,divorced,2,no,yes,yes,cellular,semester-1
0.481,0.073,0.133,0.0,0.0,0.0,mid,divorced,2,yes,yes,no,cellular,semester-1
0.351,0.075,0.133,0.0,0.0,0.0,low,single,2,no,yes,no,cellular,semester-1
0.377,0.074,0.133,0.0,0.0,0.0,mid,divorced,2,no,no,no,cellular,semester-1
0.312,0.079,0.133,0.0,0.0,0.0,mid,single,2,no,yes,no,cellular,semester-1
0.532,0.094,0.133,0.0,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
0.364,0.074,0.133,0.0,0.0,0.0,mid,married,3,no,yes,yes,cellular,semester-1
0.429,0.074,0.133,0.016,0.0,0.0,mid,married,1,no,yes,no,cellular,semester-1
0.494,0.073,0.133,0.0,0.0,0.0,low,married,2,no,no,no,cellular,semester-1
0.299,0.084,0.133,0.0,0.0,0.0,mid,married,2,no,yes,no,cellular,semester-1
0.364,0.073,0.133,0.016,0.0,0.0,high,divorced,2,no,yes,yes,cellular,semester-1
0.506,0.077,0.133,0.016,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
0.312,0.073,0.133,0.0,0.0,0.0,high,single,2,no,no,no,cellular,semester-1
0.156,0.074,0.133,0.016,0.0,0.0,mid,married,2,no,yes,yes,cellular,semester-1
0.545,0.075,0.133,0.0,0.0,0.0,low,married,2,no,yes,no,cellular,semester-1
